user_provide,user_receive,attention_type
Tarquin_Helmet,RobLMyers,4
Tarquin_Helmet,SkySportsF1,1
Taws09,09_realdeal,2
TayMcG24,formularacers_,2
Tbbkaw_001,F1,2
Tbbkaw_001,redbullracing,1
TeamLHTobey,F1,3
TeamLHTobey,F1Jamez,2
TeamLHTobey,OWildling,2
TeamLHTobey,Ozzie_Osborne31,2
TeamLHTobey,PatrickHaggan,1
TeamLHTobey,redbullracing,3
TeamLHTobey,siemerinkjob,2
Team_Mentalism,YoanSimracing,2
Team_Mentalism,iwayworld,1
Tecnoguy1,MJCGRWR52,2
Teejay_Ke,redbullracing,2
Teflon001,F1,1
Teflon001,F1_Jordan,2
Teixeira_555,F1,2
Teixeira_555,redbullracing,1
TerrenB_7,TopGearFormula1,2
TestaRossa1980,_markgallagher,2
Teunis39,Oracle,2
Teunis39,redbullracing,1
Tezqro,F1,2
Tezqro,redbullracing,1
Th3_Bell_Sl4yer,F1,2
Th3_Bell_Sl4yer,redbullracing,1
ThatEnglishGent,lotuseaters_com,2
ThatGuyKennedy,F1,1
ThatGuyKennedy,F1_Jordan,2
TheAnim74795028,F1,2
TheAnim74795028,NASCAR_GENIUS,2
TheAnim74795028,redbullracing,1
TheBaylor,ESPNF1,2
TheFlyingB1n,Motor_Sport,2
TheFlyingB1n,formularacers_,1
TheGenetik007,F1,1
TheGenetik007,F1_Jordan,2
TheGhostRaptor,HSouthwellFE,1
TheGhostRaptor,NorthHertsSam,2
TheGhostRaptor,Zoom,1
TheGhostRaptor,decalspotters,2
TheGhostRaptor,racefansdotnet,2
TheGreatKyleD,yawnocsirhc,2
TheHardCompound,DExpress_Sport,1
TheHardCompound,FHO_Racing,2
TheHardCompound,MercedesAMGF1,1
TheHardCompound,MissFayeHo,1
TheHardCompound,OfficialBSB,1
TheHardCompound,SkySportsF1,1
TheHardCompound,SunSport,1
TheHardCompound,benjhunt,1
TheIconoclast15,F1,2
TheIconoclast15,redbullracing,1
TheKritike,SkySportsF1,1
TheKritike,SkySportsNews,2
TheMotoWheels,F1,1
TheMotoWheels,redbull,1
TheNoobForSoup,redbullracing,4
TheNotoriousSEB,wtf1official,2
TheRealAspiron,F1,2
TheRealAspiron,F1_Jordan,1
TheRealAspiron,MBrundleF1,1
TheRealAspiron,Max33Verstappen,1
TheRealAspiron,RobLMyers,2
TheRealAspiron,sophwebsterxx,2
TheRealF111,autosport,2
TheRealJNewton,F1,1
TheRealJNewton,F1_Jordan,2
TheRealMickCla1,abline11,2
TheRealSwifty,Mr_JJackson,2
TheReal_Jason,redbullracing,2
TheReddBaron1,redbullracing,2
TheSaulGoodman,F1,1
TheSaulGoodman,F1_Jordan,2
TheVCCEO,F1,2
The_Eledora,redbullracing,2
The_Rexona,F1,1
The_Rexona,F1_Jordan,2
The__Fundraiser,brakeawayf1,2
Thea26981247,F1,2
Thea26981247,Max33Verstappen,1
Thejoehonda,redbullracing,2
Theo_Amp,F1,1
Theo_Amp,F1_Jordan,2
Theo_Thompson31,bricksieJ,2
ThisIsBolaji,F1,1
ThisIsBolaji,F1_Jordan,2
ThisIsBolaji,HillF1,1
ThisIsBolaji,Independent,2
ThisKidEU,AC_MilanFR,2
ThisKidEU,ActuFoot_,2
ThomasJ23158491,F1,1
ThomasJ23158491,F1_Jordan,1
ThomasJ23158491,f1losophy,2
Thorad_Agena,TopGearFormula1,2
Thuso79138342,askolatte,2
TiGrimlock,FormulaReaction,2
Tim_Draper,F1,1
Tim_Draper,F1_Jordan,2
Tim_abner,Kneeeeeooooomh,2
TinoFreijo,redbullracing,2
TnKid71,Colette93858190,1
TnKid71,F1,1
TnKid71,RobLMyers,2
TnKid71,SkySportsF1,1
TnKid71,fia,1
TobbeTheTipper,Independent,2
TobyNotOnline,F1,2
TobyNotOnline,Max33Verstappen,1
TobyNotOnline,NorthHertsSam,2
TobyNotOnline,Zoom,1
TomPinderST,ryanpber,2
Tomellis_11,BradleyPhilpot,2
Tomellis_11,F1,1
Tomellis_11,F1_Jordan,5
Tomellis_11,JackieF1nut,2
Tomellis_11,JaredMymind,2
Tomellis_11,Mr_JJackson,2
Tomellis_11,NamalTh_44,2
Tomellis_11,RacingTelemetry,2
Tomellis_11,RobLMyers,2
Tomellis_11,SilverArrowsNet,2
Tomellis_11,SirLewisUpdates,2
Tomellis_11,lewisupremacist,2
Tomellis_11,prudydear,2
Tomellis_11,tiff_tv,2
Tommy_2808,Tommy_2808,1
TomsBarry,F1,1
TomsBarry,F1_Jordan,1
TomsBarry,Jengo37,2
TomsBarry,reetah__,2
TomsMankus,laptimedeIeted,2
TomsMankus,reetah__,2
Toni_Oliver12,F1,2
Toni_Oliver12,redbullracing,3
ToninVautier,redbullracing,2
TonyRiewer,F1,1
TonyRiewer,Joost70291212,1
TonyRiewer,Max33Verstappen,1
TonyRiewer,businesmanshade,1
TonyRiewer,eggnchips2,1
TonyRiewer,fil3638,2
TonyRiewer,iitsBreeezy,1
Tony_Bouch,MrNickKnowles,2
ToonLa24,F1_Jordan,2
ToonLa24,SkySportsF1,2
Toon_army1982,F1,1
Toon_army1982,F1_Jordan,2
Tooomamama,F1,2
Tooomamama,redbullracing,3
ToyotaGzooRcng,F1,2
ToyotaGzooRcng,redbullracing,1
TrainNutterYT,wtf1official,2
Travin213,AleefHamilton44,2
Travin213,Mr_JJackson,2
Travin213,OrtelliD,1
Travin213,Sherixxn,2
Travin213,_siiheem,1
Travin213,brocedes,2
Travin213,fia,1
Travin213,mazzaaaaF1,1
Travin213,storm3326,2
TraxHimSelf,F1,1
TraxHimSelf,F1_Jordan,2
TrazioneAWD,Vt_TommyC,2
TrevorPMoulton,F1,3
TrevorPMoulton,F1_Jordan,5
TrevorPMoulton,GaryLineker,2
TrevorPMoulton,HillF1,2
Trevorsports90,F1,1
Trevorsports90,F1_Jordan,1
Trevorsports90,HillF1,2
TrimusX14,dami_willis,2
TrimusX14,f1blag,1
TrimusX14,fia,1
TrimusX14,storm3326,2
TristanJE,TopGearFormula1,2
Trotter2K,WhingerSpice,2
TshidisoI,F1,2
TshidisoI,redbullracing,1
TsuPerMax1,Chris_Wi11iams,4
TsuPerMax1,F1,7
TsuPerMax1,F1_Jordan,2
TsuPerMax1,Ferry1977,2
TsuPerMax1,Max33Verstappen,5
TsuPerMax1,bighthethird,2
Tuuperware,TopGearFormula1,2
TvRober,F1Friendscup,3
TvRober,FFC_Ferna,1
TvRober,jmbs47,1
TwitchAdxms,Incentiveorg,1
TwoSlaai,thanos876,2
TxaborS,redbullracing,2
Txl8DcVCmwOlJP3,Oracle,2
Txl8DcVCmwOlJP3,redbullracing,1
Tzar_Marc,F1,10
Tzar_Marc,redbullracing,3
UMSportsExtreme,F1,8
UMSportsExtreme,Max33Verstappen,1
UMSportsExtreme,redbullracing,3
UTDali7,F1,1
UTDali7,F1_Jordan,2
UhmmHeyiguess,iiiuminateandy,2
Ukie13ka,GaryLineker,2
Ukie13ka,tiff_tv,2
UmaronCars,F1,4
UmaronCars,redbullracing,2
UnboxedCrayon,NightNomad88,2
UnitedRealistic,redbullracing,2
Urgency_0f_Now,F1,3
Urgency_0f_Now,redbullracing,1
VERSTAPPETES,F1,2
VERSTAPPETES,Max33Verstappen,1
VSClive,F1,1
VSClive,RobLMyers,2
VSClive,SkySportsF1,1
VSClive,TopGearFormula1,2
VSClive,fia,1
VSClive,karunchandhok,1
VSClive,lilali1982,1
VelozComoLaLuz,ChrisMedlandF1,2
VelozComoLaLuz,F1,2
VelozComoLaLuz,decalspotters,2
VelozComoLaLuz,redbullracing,1
VerifxA,F1,1
VerifxA,F1_Jordan,2
Victor77332509,F1,2
Vidres1991,F1,2
Vidres1991,F1_Jordan,2
Vidres1991,LPenguin147,2
Vidres1991,mynameis_boris,2
Vidres1991,nialli,4
Vin_bld,F1,1
Vin_bld,F1_Jordan,2
Vineel_Raj2509,F1,1
Vineel_Raj2509,F1_Jordan,2
VladislavCRO,Kris_HK,2
VroumChampomy,F1,4
VroumChampomy,Max33Verstappen,1
VroumChampomy,McLarenF1,1
VroumChampomy,lawrobarretto,1
Vylkeer,redbullracing,2
W3R0N1K4_,F1,8
W3R0N1K4_,Max33Verstappen,1
W3R0N1K4_,redbullracing,7
WEEDRACING1,redbullracing,2
WEPESJP,redbullracing,4
WEWANTGLAZEROUT,F1,1
WEWANTGLAZEROUT,F1_Jordan,2
WHUFC14231716,F1,1
WHUFC14231716,Motor_Sport,1
WHUFC14231716,SportmphMark,1
WHUFC14231716,fia,1
WHUFC14231716,tony_jardine,2
WRX_STi_Type_S,redbullracing,2
WSanders33,F1,1
WSanders33,F1_Jordan,2
WSanders33,GaryLineker,2
WTekah,redbullracing,2
WakoJoel,F1,1
WakoJoel,F1_Jordan,4
WalesWalescj,RachelBrookesTV,2
WalesWalescj,SkySportsF1,1
Walison29875196,F1,2
Walison29875196,redbullracing,1
Walmley1,F1,1
Walmley1,F1_Jordan,2
WasOnceShort,F1,1
WasOnceShort,F1_Jordan,2
WathekaJohnson,F1,2
WathekaJohnson,redbullracing,1
Waynerigg,F1,1
Waynerigg,F1_Jordan,2
Wednesday555551,F1,2
Wednesday555551,Max33Verstappen,2
Wednesday555551,redbullracing,1
Welling85503686,F1,1
Welling85503686,F1_Jordan,2
WendyHough16,AmandaDemir,2
WendyHough16,F1,1
WendyHough16,SirLewisUpdates,2
WesAFC14,F1,1
WesAFC14,bdotsenol,2
WesAFC14,redbullracing,1
Wessieworld83,fia,3
Wessieworld83,redbullracing,1
Westgaming96,redbullracing,2
WillBreckon,F1,1
WillBreckon,F1_Jordan,2
WillXavierOfic2,F1,1
WillXavierOfic2,F1_Jordan,1
WillXavierOfic2,LelioMetralha,2
WillXavierOfic2,chfmichel18,1
WillXavierOfic2,lesmo27,1
Wings2806,SirLewisUpdates,2
WinnieWard16,F1,1
WinnieWard16,F1_Jordan,1
WinnieWard16,GayCars,2
Wistqlol,redbullracing,2
Wokeannonymous,Independent,2
Wokeannonymous,MrNickKnowles,2
WorldOfTheMitch,TlovesF1,2
WorldWatchTM,ACPhotoCorse,3
WorldWatchTM,SkySportsF1,2
WorldWatchTM,larusso77,3
WorldsFlash,Independent,2
WossieMonster,F1,1
WossieMonster,F1_Jordan,2
WuxiaCultivator,F1,1
WuxiaCultivator,F1_Jordan,1
WuxiaCultivator,LozBarber30,1
WuxiaCultivator,pqtdc,1
WuxiaCultivator,the_staveros,2
WuxiaCultivator,wbuxtonofficial,1
X44Racing,F1,2
X44Racing,LewisHamilton,2
X44Racing,MV1_Supremacy,3
X44Racing,darkpinktv,2
X44Racing,f1fantwo,1
X44Racing,hxmza27,2
X44Racing,oilngas007,2
X5ISTANCE,megslou99,2
X5ISTANCE,ourcheco,2
XabierDellugo,F1,1
XabierDellugo,TeamLHTobey,2
XabierDellugo,redbullracing,1
XaelTheArtist,F1,1
XaelTheArtist,bdotsenol,1
XaelTheArtist,redbullracing,1
XaelTheArtist,swazzle2000,2
XassanCulus,F1_Jordan,2
Xbond49,Oracle,1
Xbond49,jblefevre60,2
Xbond49,redbullracing,1
Xeakpress,F1,2
XnoraXmznX,MrNickKnowles,2
XnoraXmznX,QuickStopF1,2
Xsergi291,F1,2
Xsergi291,McLarenF1,1
Xsergi291,lawrobarretto,1
YAIRCLV,F1,2
YAIRCLV,McLarenF1,1
YAIRCLV,lawrobarretto,1
YESshamrezYES,F1,2
YESshamrezYES,F1_Jordan,2
YESshamrezYES,MadforitUK,4
YMkyMTwHotDv4dV,ssirooooo,2
Yamaguchi_1101,F1,2
Yamaguchi_1101,redbullracing,1
Yamatohya,SilverArrowsNet,2
Yames1x,F1,1
Yames1x,F1_Jordan,2
Yash03067,TopGearFormula1,2
Yasin11_,F1,1
Yasin11_,F1_Jordan,2
YatzelysP,F1,2
YatzelysP,redbullracing,1
Yellow_P1,redbullracing,2
Yesman073,HillF1,1
Yesman073,MrNickKnowles,3
Yesman073,catscatscats89,2
YesnoLilonion,SwipaCam,2
YnWa_Zoski,F1,1
YnWa_Zoski,F1_Jordan,2
YoanSimracing,YoanSimracing,1
YoanSimracing,iwayworld,1
YueRkevin,F1,1
YueRkevin,F1_Jordan,2
YueRkevin,swiftsambi,2
YueRkevin,tarmactorque,2
YvesSadate,fiagirly,2
ZD14_Racing,F1,2
ZD14_Racing,Max33Verstappen,1
ZMCMC,F1,1
ZMCMC,Predaluck,2
ZMCMC,redbullracing,1
ZMayget,MrNickKnowles,2
ZNi9e,redbullracing,2
Zac_Yeats,F1,1
Zac_Yeats,F1_Jordan,2
Zac_Yeats,Jim_Grealish,1
Zandy_WH,stefxnrhys,2
Zariii93696654,Oracle,2
Zariii93696654,redbullracing,1
ZayanK04,formularacers_,2
ZeSwissCap,Independent,2
Zednekzeman81,Ben_Sulayem,1
Zednekzeman81,F1,1
Zednekzeman81,Macpac33,1
Zednekzeman81,MartysNUFC,2
Zednekzeman81,Max33Verstappen,3
Zednekzeman81,Mqrr__,2
Zednekzeman81,SkySportsF1,3
Zednekzeman81,Svenopedia,2
Zednekzeman81,Thunder_clart,2
Zednekzeman81,WatfordFC1979,1
Zednekzeman81,fia,1
Zee_Shamase_,Zee_Shamase_,1
Zingfaze,_Hlubikaz,2
Zingfaze,withFND,1
ZintelM,F1,1
ZintelM,SirLewisUpdates,2
ZintelM,formularacers_,2
ZniM16,F1,2
ZniM16,Max33Verstappen,1
ZoHanLeGrand,F1,2
ZoHanLeGrand,redbullracing,1
ZodiacBusiness,JSaylorIII,4
ZodiacBusiness,Oracle,2
ZodiacBusiness,redbullracing,2
Zoom,F1,1
ZubedaCFutures,F1,1
ZubedaCFutures,F1_Jordan,2
Zurkrat,F1,2
Zurkrat,redbullracing,1
_01kiki,F1,1
_01kiki,F1_Jordan,2
_AlmaaMarin,redbullracing,2
_CarlosMoreira_,formularacers_,2
_CeliaMpondo,JimmyBroadbent,2
_Diego_Jr11,startonpole,2
_HenryMill,F1,3
_HenryMill,Jantjebetton,2
_HenryMill,Max33Verstappen,3
_HenryMill,TeamLHTobey,2
_HenryMill,_HenryMill,1
_HenryMill,laptimedeIeted,2
_Icana_,F1,2
_Icana_,Max33Verstappen,1
_Imortal10,F1,1
_Imortal10,F1_Jordan,2
_Imortal10,Independent,2
_Imortal10,adilray,2
_ItsArnout_,redbullracing,2
_JackMerry,TopGearFormula1,2
_LadyRea,F1,3
_LadyRea,F1_Jordan,3
_LadyRea,HillF1,2
_LadyRea,SirLewisUpdates,2
_LadyRea,reetah__,2
_LadyRea,ryanpber,2
_Langaman,EdSpencer99,2
_M0rt0n,a_chiza,2
_MikeBishop,redbullracing,2
_Mu_uM_963,redbullracing,2
_PeGaCo,F1,2
_PeGaCo,Max33Verstappen,1
_PierreY,F1,2
_PierreY,redbullracing,1
_Reginacf_,F1,1
_Reginacf_,RisDeSmy,2
_Siath,F1,1
_Siath,F1_Jordan,2
_TheIgua,F1,2
_TheIgua,Max33Verstappen,1
_The_Unnamed_,redbullracing,2
_Tshenolo,AleefHamilton44,2
__Bowser,F1_Jordan,2
__S_U_S_H_I__,F1,1
__S_U_S_H_I__,F1Guy2011,2
__S_U_S_H_I__,NotDamas,1
__S_U_S_H_I__,redbullracing,1
___Tokino,redbullracing,2
___anacoelho___,F1,1
___anacoelho___,F1_Jordan,2
___mjaraa,laptimedeIeted,2
__mharis,Dacha44_F1,2
__straightfire,F1,2
__straightfire,redbullracing,1
_andremventura_,F1,16
_andremventura_,LandoNorris,1
_andremventura_,McLarenF1,1
_andremventura_,redbullracing,8
_angelozin_,redbullracing,2
_atu,F1,2
_atu,Max33Verstappen,1
_atu,redbullracing,2
_buryourflame,redbullracing,2
_butteercup,redbullracing,2
_carlos_0318,redbullracing,2
_damien_white_,F1,2
_damien_white_,ScarbsTech,1
_damien_white_,redbullracing,1
_deedee33,F1,1
_deedee33,SirLewisUpdates,2
_dolphin_30,F1,1
_dolphin_30,F1_Jordan,2
_ellmari,stefxnrhys,2
_fernandosanz_,AlpineF1Team,1
_fernandosanz_,MarkLaneF1,2
_fernandosanz_,ScuderiaFerrari,1
_frxnnn,redbullracing,2
_g4bbx,F1,2
_g4bbx,Max33Verstappen,1
_guiilleem,startonpole,2
_hlws,F1,1
_hlws,F1_Jordan,2
_illegalgirl,Independent,2
_iss___,redbullracing,2
_jefe007_,F1,2
_jefe007_,McLarenF1,1
_jefe007_,lawrobarretto,1
_john_freeman,F1,1
_john_freeman,F1_Jordan,1
_john_freeman,MadforitUK,2
_kihanwa,F1,1
_kihanwa,F1_Jordan,2
_kmarchewka,redbullracing,2
_kojo___,F1,1
_kojo___,F1_Jordan,1
_kojo___,GenesisDanger,1
_kojo___,LPenguin147,1
_kojo___,leodjtavares,2
_kojo___,mynameis_boris,1
_marco_antonio_,ChahtaMs,2
_marco_antonio_,SilverArrowsNet,2
_marco_antonio_,Wessieworld83,2
_marco_antonio_,fia,3
_marco_antonio_,redbullracing,1
_markr,F1,1
_markr,F1_Jordan,2
_missmobeen,JimmyBroadbent,2
_moss_moss_,MaxedRoman,2
_mossam,F1,1
_mossam,F1_Jordan,2
_nea102_,F1,1
_nea102_,NorthHertsSam,2
_nea102_,Zoom,2
_nea102_,lauracwinter,1
_oberonia,GIBizJobs,2
_onigiri0930,F1,2
_onigiri0930,Max33Verstappen,1
_pedro17_m,TwommoF1,2
_pereiro__,redbullracing,2
_samuele3333_,F1,2
_samuele3333_,redbullracing,1
_schreavecalore,leclerc16CL,2
_what_position,brocedes,2
_what_position,valfromrome,2
_xGonzo,redbullracing,2
_zero_souza,redbullracing,2
aDhafeeri,F1,1
aDhafeeri,F1_Jordan,2
aami_hartley,lfczahraa,2
aaroncc72,Carlossainz55,1
aaroncc72,ScuderiaFerrari,2
aaroncc72,ray_ban,1
aayushshadija26,EliGP,2
abadgerkilbride,F1,2
abadgerkilbride,Max33Verstappen,1
abdilla_faishal,Dainty00089412,2
abdilla_faishal,F1,2
abdilla_faishal,F1_Jordan,2
abdilla_faishal,LozBarber30,2
abdilla_faishal,RnbRnb7,4
abdilla_faishal,wbuxtonofficial,2
abdul_jr_,formularacers_,2
abigail_darwin1,TopGearFormula1,2
abraham_montiel,redbullracing,2
abrahamfredy01,F1,1
abrahamfredy01,LewisHamilton,1
abrahamsobski,F1,2
abrahamsobski,Max33Verstappen,1
absey25,F1,1
absey25,F1_Jordan,2
abuti_fezz,F1,2
abuti_fezz,Max33Verstappen,1
accaleys,thanos876,2
accordpublicc,F1,2
accordpublicc,Max33Verstappen,1
adamdanial777,redbullracing,2
adamscotty99,F1_Jordan,2
aejf817,AmandaDemir,2
aestheticblxrry,F1,2
aestheticblxrry,Max33Verstappen,1
aestheticblxrry,redbullracing,2
agaffar09,F1,1
agaffar09,F1_Jordan,2
ahmed_laido3,redbullracing,2
aiai_zawachin,F1,2
aiai_zawachin,redbullracing,1
aircraftwoman,F1,1
aircraftwoman,JusticeForLewiz,2
aircraftwoman,LewisHamilton,1
aircraftwoman,RobLMyers,2
aircraftwoman,Treacle34920601,2
aircraftwoman,fia,2
aircraftwoman,sidneylandsam,2
aircraftwoman,utd_ice,2
ajjjunior,F1,1
ajjjunior,F1_Jordan,2
akilahmed_,laptimedeIeted,2
akira1405,Ben_Sulayem,1
akira1405,SkySportsF1,1
akira1405,fia,1
akorising,F1_Jordan,1
akorising,MercedesAMGF1,2
akorising,RayyLH44,2
al_jean2,F1,1
al_jean2,F1_Jordan,2
alaaeldaly,F1,2
alaaeldaly,Max33Verstappen,1
albayrakonur,reservedrivers,2
ale_kefren,redbullracing,2
alecola66,F1,1
alecola66,F1_Jordan,2
aled_edwards96,F1_Jordan,2
aledc669,redbullracing,2
aledulefq20,RickUgchNL,2
aledulefq20,aledulefq20,1
aleksan30409461,F1,1
aleksan30409461,RobLMyers,2
aleksan30409461,SkySportsF1,1
aleksan30409461,fia,1
alemnara,F1,2
alemnara,redbullracing,1
alesmoz,F1,2
alesmoz,Max33Verstappen,1
alessaandrroo,alessaandrroo,2
alessaandrroo,alo_oficial,1
alexibarra01,F1,2
alexibarra01,Max33Verstappen,1
alexmx18,F1,1
alexmx18,LandoNorris,2
alexmx18,McLarenF1,1
alexmx18,PatricioOWard,1
alexmx18,danielricciardo,1
alfnelligan,F1,1
alfnelligan,F1_Jordan,2
alfonsoReV,Independent,2
alfredo1586,F1,2
alfredo1586,redbullracing,1
alinadanieladan,Ben_Sulayem,2
alinadanieladan,F1,1
alinadanieladan,FIFAcom,1
alinadanieladan,fia,1
aliyusuf13,f1jm_,2
alkhattall,F1,2
alkhattall,redbullracing,1
all_serena,F1_Jordan,2
all_serena,GaryLineker,2
all_serena,Independent,2
all_serena,MissCarrieW,2
all_serena,RobLMyers,6
all_serena,SkySportsF1,1
all_serena,fia,1
all_serena,sidneylandsam,2
all_serena,tiff_tv,2
allardkalff,_markgallagher,4
allengsimon2,UnracedF1,2
allenlbell1,F1,1
allenlbell1,F1_Jordan,2
allenlbell1,YouTube,1
allynneclark,cauterize1750,2
almanzajpg,redbullracing,2
almutahhir,Oracle,2
almutahhir,redbullracing,1
alvarojrzvldz,redbullracing,2
amaay4,Dale_Counihan,1
amaay4,F1,3
amaay4,F1_Jordan,6
amaay4,RachaelFeeney,1
amaay4,carolynom_84,1
amadu38,F1,2
amadu38,F1_Jordan,2
ameera_saleehu,MaccidoAbdallah,2
ammarmangala,F1,1
ammarmangala,F1_Jordan,1
ammarmangala,onlyseepink,2
amt89_a,F1,2
amt89_a,Max33Verstappen,1
ana_valkyrie,F1,2
ana_valkyrie,redbullracing,1
anaismnnt,redbullracing,2
ananasul_,FormulaReaction,2
ananasul_,life_of_niksi,2
andrealgch,F1,1
andrealgch,F1_Jordan,2
andrealgch,mollyellenF1,2
andrepc311,F1,1
andrepc311,F1_Jordan,2
andresgfl,Oracle,1
andresgfl,redbullracing,1
andrewje_home,F1,1
andrewje_home,fia,1
andrewje_home,redbullracing,1
andrewje_home,sidneylandsam,2
andrewoakley00,Chris_Wi11iams,2
andrewoakley00,F1,1
andrewoakley00,Max33Verstappen,1
andyhunt296,F1,1
andyhunt296,F1_Jordan,2
anemic_dyke,samblescramble,1
anetteelizondoo,redbullracing,2
angellovesf1,FormulaReaction,2
annika_cast,LewisHamilton,2
annika_cast,WSJMag,1
anthem27five,F1,1
anthem27five,TeamLHTobey,2
anthem27five,redbullracing,1
antonymonk,F1,2
antonymonk,redbullracing,1
anymusik,F1,4
anymusik,redbullracing,6
aodie_lr,TopGearFormula1,2
aprily4k,F1,1
aprily4k,SirLewisUpdates,2
apu85200,F1,2
apu85200,redbullracing,1
aratoahi8635,redbullracing,2
archiecassie,GaryLineker,2
archiemullen12,F1,1
archiemullen12,F1_Jordan,2
aredotjaydot,F1,1
aredotjaydot,F1_Jordan,2
arnautg_,F1,1
arnautg_,F1_Jordan,2
arrieswim,F1,1
arrieswim,F1_Jordan,2
arrowfoil,MargaretLByron,2
arrowspider,F1,1
arrowspider,LH44_Lisa,2
arrowspider,redbullracing,1
arsenalgoon,reetah__,2
artdecobitxh,everlore999,2
aryanminiar,F1,2
aryanminiar,Jantjebetton,1
aryanminiar,Max33Verstappen,1
aryanminiar,Pas5555,2
aryanminiar,PowerOfCzech,1
aryanminiar,brawngpf1team,2
aryanminiar,crofton1973,1
aryanminiar,redbullracing,1
aryanminiar,s_m_customs_,1
asof_lovakane,F1,2
asof_lovakane,redbullracing,1
astolfosthighs,JimmyBroadbent,2
astrallum,astrallum,2
atanasty,F1,1
atanasty,F1_Jordan,2
atikarda39,F1,2
atikarda39,Max33Verstappen,1
atlanta_cards,JaffeCards,2
atomicseid,Becks_F1,2
atomicseid,Candice57413407,2
atomicseid,F1,1
atomicseid,F1_Jordan,2
atomicseid,LoveRespect44,2
atomicseid,RobLMyers,7
atomicseid,andrewbensonf1,1
atomicseid,fia,1
atomicseid,jgsbennett,2
atomicseid,sean82621404,2
atomicseid,swiftsambi,2
atomicseid,yawrategain44,2
austjnc,redbullracing,2
awesomeguy2008,anomalyxd,2
ayeshaaaparuk,FaeezaDesai,2
ayshamoolla,F1_Jordan,2
babyboicarti_,laptimedeIeted,2
bacsa_tamas,F1,1
bacsa_tamas,Max33Verstappen,1
bacsa_tamas,danski46,2
badmeetsevilcs,AlvesTF,1
badmeetsevilcs,Candice57413407,1
badmeetsevilcs,DonQuichopp,1
badmeetsevilcs,F1,2
badmeetsevilcs,F1_Jordan,2
badmeetsevilcs,KlompWerner,2
badmeetsevilcs,buhrman989,2
badmeetsevilcs,rowan_b12,1
bannicky,F1,1
bannicky,F1_Jordan,2
bapt_26,ecemscrp,2
barababauskis,autosport,2
barryweston,Steve_Dangle,2
basedman33,F1,2
basedman33,Max33Verstappen,1
bayraktarsahinn,F1,1
bayraktarsahinn,cryptocom,2
bayraktarsahinn,f1miami,1
bcngallerycards,eBayESP,3
bea4no77,redbullracing,1
beaatrizrosaa,redbullracing,2
bebe_crzz,F1,2
bebe_crzz,redbullracing,1
beckers_arnaud,Independent,2
beldimat,redbullracing,2
belieman,F1,1
belieman,fia,1
belieman,worldchamp44,2
bells_cards,F1,1
bells_cards,F1_Jordan,2
benhabib6,talkRADIO,2
bermarynne,F1,2
bermarynne,Max33Verstappen,1
bernardoam24,F1,2
bernardoam24,Max33Verstappen,1
betterf1news,washingtonpost,1
betterf1news,wtf1official,2
beu__noit,Secteur_F1,2
bhasyam_deva,F1,4
bhasyam_deva,Motorsport,2
bhasyam_deva,redbullracing,3
bi5_09,F1,2
bi5_09,redbullracing,3
bielawski_marek,Cephii1,1
bielawski_marek,HS_Preze,2
bielawski_marek,Nationals,1
bielawski_marek,TheMoonMidas,1
bielawski_marek,WestieCapital,2
bielawski_marek,anchor_protocol,1
bielawski_marek,terra_money,1
bigboyf1,F1,1
bigboyf1,F1_Jordan,2
biggiecheese28,TopGearFormula1,2
biggiecheese28,TwommoF1,2
bighthethird,F1,4
bighthethird,F1_Jordan,4
bighthethird,fia,2
bighthethird,redbullracing,1
bigmc67,F1,1
bigmc67,Max33Verstappen,1
bigmc67,RobLMyers,2
bigmc67,fia,1
bluestjay1,JackDunc1,2
blxck_hippie,laptimedeIeted,2
bnymnkzyrt,F1,1
bnymnkzyrt,Max33Verstappen,1
bnymnkzyrt,ansuman1,2
bo_ei_show23gt,redbullracing,2
boggydweller,F1,1
boggydweller,F1_Jordan,2
book_lover_8,F1,4
book_lover_8,redbullracing,2
bordermike66,F1,2
bordermike66,Max33Verstappen,1
bordignon_cwb,redbullracing,2
bortey_kwabena,F1,1
bortey_kwabena,F1_Jordan,2
bortey_kwabena,LewisHamilton,1
bortey_kwabena,SirLewisUpdates,2
bortey_kwabena,Treacle34920601,2
bradsuttonpr,Max33Verstappen,1
brett2309,F1,1
brett2309,F1_Jordan,2
brexitdone2020,Ben_Sulayem,1
brexitdone2020,F1,2
brexitdone2020,JaredMymind,2
brexitdone2020,SirLewisUpdates,4
brexitdone2020,fia,2
brexitdone2020,tarmactorque,2
brian_joachim,wtf1official,1
briciobarsan,redbullracing,2
broomez27,laptimedeIeted,2
bruninski001,EmilyKatze,4
bt42kizk,redbullracing,2
buckywintersldr,redbullracing,2
burks_09,RyKaBpriv,1
businesmanshade,F1,4
businesmanshade,Joost70291212,4
businesmanshade,Max33Verstappen,4
businesmanshade,X44Racing,2
businesmanshade,eggnchips2,4
businesmanshade,fil3638,8
businesmanshade,iitsBreeezy,2
busty01,F1,1
busty01,F1_Jordan,2
busty01,HillF1,1
butofcourses,F1,2
butofcourses,Max33Verstappen,1
cLsdinho,F1,2
cLsdinho,Max33Verstappen,1
c_spalt,redbullracing,2
caaaamilooo,F1,2
caaaamilooo,Max33Verstappen,1
cago_hediondo,LondonHotspur,1
cago_hediondo,RACERmag,1
cago_hediondo,RobertB7X,2
cago_hediondo,SydMD17,1
